Summary,Rating,cluster
What starts routine mission agrarian outpost quickly becomes opening salvo epic war As newly appointed Executive Officer SSV Normandy youll assemble lead elite squad heroes battle heartpounding battle Each decision make impact fate destiny entire galaxy Mass Effect trilogy Key Features Incredible interactive storytelling Create customize character Commander Shepards appearance skills personalized arsenal Unleash devastating abilities command train Your decisions control outcome mission relationships crew ultimately entire war An amazing universe explore From massive Citadel harsh radioactive landscape Krogan home world incredible breadth Mass Effect universe blow away Travel farthest outposts aboard SSV Normandy technologically advanced ship galaxy Youll follow clues left ancient civilizations discover hidden bases fantastic new tech lead handpicked crew explosive alien battles Edgeofyourseat excitement meets strategic combat Find perfect combination squadmates weapons battle want lead victory SunTzus advice remains pertinent 2183 today know enemy Youll need different tactics squad enemies devastating biotic attacks heavily armored Geth Colossus choose teams wisely,3.8,0
In 1bit firstperson mystery game merchant ship called Obra Dinn appeared London harbor years declared lost sea As insurance adjuster player must examine ship clues,4.3,1
Kingdom Hearts III third main installment Kingdom Hearts series developed published Square Enix It initially released January 219 PlayStation 4 Xbox One An expansion Kingdom Hearts III Re Mind released January 22 The story takes place events Kingdom Hearts 3D Dream Drop Distance It features older Sora main protagonist sets forth new adventure search seven guardians light attempt stop Xehanort bringing second Keyblade War Sora joined Donald Duck Goofy Mickey Mouse Riku Kairi others Along way Sora travels many worlds Disney Pixar intellectual properties cross paths real Organization XIII Kingdom Hearts III features hack slash combat reminiscent Kingdom Hearts II elements later handheld entries allowing player control Sora party Donald Goofy two Disney characters various worlds visits A major addition compared Formchange mechanic allows currently equipped Keyblade grant special abilities change shape Sora equip three Keyblades time cycle use abilities Another addition Attractions mechanic occasionally allows Sora summon pilot vehicle inspired Disney theme park attractions At certain points throughout game player able control characters,3.5,2
Fallout 3 creators awardwinning Oblivion featuring one realized game worlds ever created Create kind character want explore open wastes postapocalyptic Washington DC Every minute fight survival encounter Super Mutants Ghouls Raiders dangers Wasteland Prepare future The third game Fallout series Fallout 3 singleplayer action roleplaying game RPG set postapocalyptic Washington DC Combining horrific insanity Cold War era theory mutually assured destruction gone terribly wrong kitschy naivety American 195s nuclear propaganda Fallout 3 satisfy players familiar popular first two games series well coming franchise first time,3.4,1
A 4yearold clue coffin Sir Francis Drake sets modernday fortune hunter exploration fabled treasure El Dorado leading discovery forgotten island middle Pacific Ocean The search turns deadly Nathan Drake becomes stranded island hunted mercenaries Outnumbered outgunned Drake companions must fight survive begin unravel terrible secrets hidden Island,3.1,1
The first game Zero Escape series originally made standalone title Nine Hours Nine Persons Nine Doors The Zero Escape rebranding alternative cover game released around time Sequel Zero Escape Virtues Last Reward The game murder mystery visual novel heavy story focus requires multiple playthroughs figure involves puzzle rooms used progress story dialogue choices made inbetween The iOS version game removed puzzle rooms focus visual novel aspects game The puzzle rooms replaced narration events take place instead The iOS version game also exclusive ending,4.2,2
Lost Judgment puts players sneakers lawyer turned streetfighting detective Takayuki Yagami Joined partner exyakuza Masaharu Kaito crimefighting duo called investigate seemingly perfect crime whose lead suspect airtight alibi What starts tale revenge reveals tangled web conspiracy involving several unlikely factions taking advantage broken law system But victims pile Yagami unravels truth must choose defending law exacting justice,4.3,2
Super Mario 3D Land second 3D Super Mario platformer handheld device successor Super Mario Galaxy 2 The game closely based sidescrolling Mario games combine elements traditional 2D Mario games modern freeroaming 3D Mario games It also introduces elements series including powerups gameplay mechanics,3.5,3
Gris hopeful young girl lost world dealing painful experience life Her journey sorrow manifested dress grants new abilities better navigate faded reality As story unfolds Gris grow emotionally see world different way revealing new paths explore using new abilities Gris serene evocative experience free danger frustration death Players explore meticulously designed world brought life delicate art detailed animation elegant original score Through game light puzzles platforming sequences optional skillbased challenges reveal Griss world becomes accessible,3.6,8
Silent Hill 3 third installment Silent Hill survival horror series direct sequel first game although kept secret player plot twist purposes Like previous entries Silent Hill 3 survival horror combining actionbased combat puzzlesolving somewhat combatoriented preceding installments The main character able sidestep block attacks general shares protagonists series relative ineptitude combat,4.2,2
Call Duty Modern Warfare 2 firstperson shooter video game developed Infinity Ward published Activision Xbox 36 PlayStation 3 video game consoles Microsoft Windows operating system Officially announced February 11 29 game released worldwide November 1 29 It sixth installment Call Duty series direct sequel Call Duty 4 Modern Warfare continuing storyline Call Duty Modern Warfare 3 set end storyline,3.8,5
